image_filename,image_type,source_image_id,group_id,manual_component_ids,historical_split,final_split,included,exclusion_reason,class_ids,class_names,source_final_split,clean_group_id,clean_action
ANT_A_0023.jpg,original,,G00022,,train,test,True,,0,ANT_AB,test,G00022,kept
ANT_A_0024.jpg,original,,G00023,,test,val,True,,0,ANT_AB,val,G00023,kept
ANT_A_0025.jpg,original,,G00024,,train,train,True,,0,ANT_AB,train,G00024,kept
ANT_A_0026.jpg,original,,G00025,,train,val,True,,0,ANT_AB,val,G00025,kept
ANT_A_0027.jpg,original,,G00026,,test,train,True,,0,ANT_AB,train,G00026,kept
ANT_A_0028.jpg,original,,G00027,,train,train,True,,0,ANT_AB,train,G00027,kept
ANT_A_0029.jpg,original,,G00028,,train,train,True,,0,ANT_AB,train,G00028,kept
ANT_A_0030.jpg,original,,G00029,,train,train,True,,0,ANT_AB,train,G00029,kept
ANT_A_0031.jpg,original,,G00030,,train,train,True,,0,ANT_AB,train,G00030,kept
ANT_A_0040.jpg,original,,G00031,,train,train,True,,0,ANT_AB,train,G00031,kept
ANT_A_0041.jpg,original,,G00032,,train,train,True,,0,ANT_AB,train,G00032,kept
ANT_A_0042.jpg,original,,G00033,,train,train,True,,0,ANT_AB,train,G00033,kept
ANT_A_0043.jpg,original,,G00034,,train,test,True,,0,ANT_AB,test,G00034,kept
ANT_A_0044.jpg,original,,G00035,,train,test,True,,0,ANT_AB,test,G00035,kept
ANT_A_0045.jpg,original,,G00036,,test,test,True,,0,ANT_AB,test,G00036,kept
ANT_A_0046.jpg,original,,G00037,,val,train,True,,0,ANT_AB,train,G00037,kept
ANT_A_0047.jpg,original,,G00038,,train,val,True,,0,ANT_AB,val,G00038,kept
ANT_A_0048.jpg,original,,G00039,,train,test,True,,0,ANT_AB,test,G00039,kept
ANT_A_0049.jpg,original,,G00040,,train,train,True,,0,ANT_AB,train,G00040,kept
ANT_A_0050.jpg,original,,G00041,,test,train,True,,0,ANT_AB,train,G00041,kept
ANT_A_0051.jpg,original,,G00042,,train,train,True,,0,ANT_AB,train,G00042,kept
ANT_A_0052.jpg,original,,G00043,,train,train,True,,0,ANT_AB,train,G00043,kept
ANT_A_0053.jpg,original,,G00044,,train,train,True,,0,ANT_AB,train,G00044,kept
ANT_A_0054.jpg,original,,G00045,,train,train,True,,0,ANT_AB,train,G00045,kept
ANT_A_0055.jpg,original,,G00046,,train,train,True,,0,ANT_AB,train,G00046,kept
ANT_A_0057.jpg,original,,G00047,,train,train,True,,0,ANT_AB,train,G00047,kept
ANT_A_0058.jpg,original,,G00048,,val,val,True,,0,ANT_AB,val,G00048,kept
ANT_A_0059.jpg,original,,G00049,,train,train,True,,0,ANT_AB,train,G00049,kept
ANT_A_0060.jpg,original,,G00050,,train,val,True,,0,ANT_AB,val,G00050,kept
ANT_A_0061.jpg,original,,G00051,,train,train,True,,0,ANT_AB,train,G00051,kept
ANT_A_0063.jpg,original,,G00052,,train,val,True,,0,ANT_AB,val,G00052,kept
ANT_A_0064.jpg,original,,G00053,,train,val,True,,0,ANT_AB,val,G00053,kept
ANT_A_0065.jpg,original,,G00054,,val,train,True,,0,ANT_AB,train,G00054,kept
ANT_A_0066.jpg,original,,G00055,,train,train,True,,0,ANT_AB,train,G00055,kept
ANT_A_0067.jpg,original,,G00056,,train,test,True,,0,ANT_AB,test,G00056,kept
ANT_A_0068.jpg,original,,G00057,,train,train,True,,0,ANT_AB,train,G00057,kept
ANT_A_0069.jpg,original,,G00058,,train,train,True,,0,ANT_AB,train,G00058,kept
ANT_A_0070.jpg,original,,G00059,,test,train,True,,0,ANT_AB,train,G00059,kept
ANT_A_0071.jpg,original,,G00060,,test,train,True,,0,ANT_AB,train,G00060,kept
ANT_A_0072.jpg,original,,G00061,,train,val,True,,0,ANT_AB,val,G00061,kept
ANT_A_0073.jpg,original,,G00062,,train,test,True,,0,ANT_AB,test,G00062,kept
ANT_A_0074.jpg,original,,G00063,,train,val,True,,0,ANT_AB,val,G00063,kept
ANT_A_0075.jpg,original,,G00064,,train,test,True,,0,ANT_AB,test,G00064,kept
ANT_A_0076.jpg,original,,G00065,,train,train,True,,0,ANT_AB,train,G00065,kept
ANT_A_0077.jpg,original,,G00066,,train,train,True,,0,ANT_AB,train,G00066,kept
ANT_A_0078.jpg,original,,G00067,,train,train,True,,0,ANT_AB,train,G00067,kept
ANT_A_0079.jpg,original,,G00068,,train,train,True,,0,ANT_AB,train,G00068,kept
ANT_A_0080.jpg,original,,G00069,,train,train,True,,0,ANT_AB,train,G00069,kept
ANT_A_0081.jpg,original,,G00070,,train,val,True,,0,ANT_AB,val,G00070,kept
ANT_A_0082.jpg,original,,G00071,,train,train,True,,0,ANT_AB,train,G00071,kept
ANT_A_0083.jpg,original,,G00072,,train,train,True,,0,ANT_AB,train,G00072,kept
ANT_A_0084.jpg,original,,G00073,,train,val,True,,0,ANT_AB,val,G00073,kept
ANT_A_0085.jpg,original,,G00074,,train,train,True,,0,ANT_AB,train,G00074,kept
ANT_A_0086.jpg,original,,G00075,,train,train,True,,0,ANT_AB,train,G00075,kept
ANT_A_0087.jpg,original,,G00076,,train,train,True,,0,ANT_AB,train,G00076,kept
ANT_A_0088.jpg,original,,G00077,,train,train,True,,0,ANT_AB,train,G00077,kept
ANT_A_0089.jpg,original,,G00078,,test,test,True,,0,ANT_AB,test,G00078,kept
ANT_A_0090.jpg,original,,G00079,,train,val,True,,0,ANT_AB,val,G00079,kept
ANT_A_0091.jpg,original,,G00080,,train,train,True,,0,ANT_AB,train,G00080,kept
ANT_A_0092.jpg,original,,G00081,,train,train,True,,0,ANT_AB,train,G00081,kept
ANT_A_0093.jpg,original,,G00082,,train,val,True,,0,ANT_AB,val,G00082,kept
ANT_A_0094.jpg,original,,G00083,,train,train,True,,0,ANT_AB,train,G00083,kept
ANT_A_0095.jpg,original,,G00084,,train,train,True,,0,ANT_AB,train,G00084,kept
ANT_A_0096.jpg,original,,G00085,,train,train,True,,0,ANT_AB,train,G00085,kept
ANT_A_0097.jpg,original,,G00086,,train,train,True,,0,ANT_AB,train,G00086,kept
ANT_A_0099.jpg,original,,G00087,,train,train,True,,0,ANT_AB,train,G00087,kept
ANT_A_0100.jpg,original,,G00088,,train,val,True,,0,ANT_AB,val,G00088,kept
ANT_A_0101.jpg,original,,G00089,,train,val,True,,0,ANT_AB,val,G00089,kept
ANT_A_0102.jpg,original,,G00090,,train,train,True,,0,ANT_AB,train,G00090,kept
ANT_A_0103.jpg,original,,G00091,,train,test,True,,0,ANT_AB,test,G00091,kept
ANT_A_0104.jpg,original,,G00092,,test,train,True,,0,ANT_AB,train,G00092,kept
ANT_A_0105.jpg,original,,G00093,,train,train,True,,0,ANT_AB,train,G00093,kept
ANT_A_0106.jpg,original,,G00094,,train,train,True,,0,ANT_AB,train,G00094,kept
ANT_A_0107.jpg,original,,G00095,,test,train,True,,0,ANT_AB,train,G00095,kept
ANT_A_0108.jpg,original,,G00096,,train,train,True,,0,ANT_AB,train,G00096,kept
ANT_A_0109.jpg,original,,G00097,,train,train,True,,0,ANT_AB,train,G00097,kept
ANT_A_0110.jpg,original,,G00098,,train,train,True,,0,ANT_AB,train,G00098,kept
ANT_A_0111.jpg,original,,G00099,,test,train,True,,0,ANT_AB,train,G00099,kept
ANT_A_0112.jpg,original,,G00100,,train,val,True,,0,ANT_AB,val,G00100,kept
ANT_A_0113.jpg,original,,G00101,,test,train,True,,0,ANT_AB,train,G00101,kept
ANT_A_0114.jpg,original,,G00102,,train,train,True,,0,ANT_AB,train,G00102,kept
ANT_A_0115.jpg,original,,G00103,,val,train,True,,0,ANT_AB,train,G00103,kept
ANT_A_0116.jpg,original,,G00104,,train,val,True,,0,ANT_AB,val,G00104,kept
ANT_A_0117.jpg,original,,G00105,,train,val,True,,0,ANT_AB,val,G00105,kept
ANT_A_0118.jpg,original,,G00106,,test,train,True,,0,ANT_AB,train,G00106,kept
ANT_A_0119.jpg,original,,G00107,,train,train,True,,0,ANT_AB,train,G00107,kept
ANT_A_0120.jpg,original,,G00108,,train,train,True,,0,ANT_AB,train,G00108,kept
ANT_A_0121.jpg,original,,G00109,,train,train,True,,0,ANT_AB,train,G00109,kept
ANT_A_0122.jpg,original,,G00110,,train,train,True,,0,ANT_AB,train,G00110,kept
ANT_A_0123.jpg,original,,G00111,,train,train,True,,0,ANT_AB,train,G00111,kept
ANT_A_0124.jpg,original,,G00112,,train,train,True,,0,ANT_AB,train,G00112,kept
ANT_A_0125.jpg,original,,G00113,,train,val,True,,0,ANT_AB,val,G00113,kept
ANT_A_0126.jpg,original,,G00114,,val,train,True,,0,ANT_AB,train,G00114,kept
ANT_A_0127.jpg,original,,G00115,,train,test,True,,0,ANT_AB,test,G00115,kept
ANT_A_0128.jpg,original,,G00116,,train,train,True,,0,ANT_AB,train,G00116,kept
ANT_A_0129.jpg,original,,G00117,,train,train,True,,0,ANT_AB,train,G00117,kept
ANT_A_0130.jpg,original,,G00118,,val,train,True,,0,ANT_AB,train,G00118,kept
ANT_A_0131.jpg,original,,G00119,,val,train,True,,0,ANT_AB,train,G00119,kept
ANT_A_0132.jpg,original,,G00120,,train,train,True,,0,ANT_AB,train,G00120,kept
ANT_A_0133.jpg,original,,G00121,,train,test,True,,0,ANT_AB,test,G00121,kept
ANT_A_0134.jpg,original,,G00122,,train,train,True,,0,ANT_AB,train,G00122,kept
ANT_A_0135.jpg,original,,G00123,,train,train,True,,0,ANT_AB,train,G00123,kept
ANT_A_0136.jpg,original,,G00124,,train,train,True,,0,ANT_AB,train,G00124,kept
ANT_A_0137.jpg,original,,G00125,,test,val,True,,0,ANT_AB,val,G00125,kept
ANT_A_0138.jpg,original,,G00126,,train,train,True,,0,ANT_AB,train,G00126,kept
ANT_A_0139.jpg,original,,G00127,,train,train,True,,0,ANT_AB,train,G00127,kept
ANT_A_0140.jpg,original,,G00128,,train,train,True,,0,ANT_AB,train,G00128,kept
ANT_A_0141.jpg,original,,G00129,,train,train,True,,0,ANT_AB,train,G00129,kept
ANT_A_0142.jpg,original,,G00130,,train,train,True,,0,ANT_AB,train,G00130,kept
ANT_A_0143.jpg,original,,G00131,,train,test,True,,0,ANT_AB,test,G00131,kept
ANT_A_0144.jpg,original,,G00132,,train,train,True,,0,ANT_AB,train,G00132,kept
ANT_A_0145.jpg,original,,G00133,,train,train,True,,0,ANT_AB,train,G00133,kept
ANT_A_0146.jpg,original,,G00134,,train,val,True,,0,ANT_AB,val,G00134,kept
ANT_A_0147.jpg,original,,G00135,,val,train,True,,0,ANT_AB,train,G00135,kept
ANT_A_0148.jpg,original,,G00136,,train,train,True,,0,ANT_AB,train,G00136,kept
ANT_A_0149.jpg,original,,G00137,,test,train,True,,0,ANT_AB,train,G00137,kept
ANT_A_0150.jpg,original,,G00138,,train,train,True,,0,ANT_AB,train,G00138,kept
ANT_A_0151.jpg,original,,G00139,,train,train,True,,0,ANT_AB,train,G00139,kept
ANT_A_0152.jpg,original,,G00140,,test,train,True,,0,ANT_AB,train,G00140,kept
ANT_A_0153.jpg,original,,G00141,,train,train,True,,0,ANT_AB,train,G00141,kept
ANT_A_0154.jpg,original,,G00142,,train,train,True,,0,ANT_AB,train,G00142,kept
ANT_A_0155.jpg,original,,G00143,,train,test,True,,0,ANT_AB,test,G00143,kept
ANT_A_0156.jpg,original,,G00144,,train,train,True,,0,ANT_AB,train,G00144,kept
ANT_A_0157.jpg,original,,G00145,,train,train,True,,0,ANT_AB,train,G00145,kept
ANT_A_0158.jpg,original,,G00146,,val,train,True,,0,ANT_AB,train,G00146,kept
ANT_A_0159.jpg,original,,G00147,,train,train,True,,0,ANT_AB,train,G00147,kept
ANT_A_0160.jpg,original,,G00148,,train,train,True,,0,ANT_AB,train,G00148,kept
ANT_A_0161.jpg,original,,G00149,,test,train,True,,0,ANT_AB,train,G00149,kept
ANT_A_0162.jpg,original,,G00150,,train,train,True,,0,ANT_AB,train,G00150,kept
ANT_A_0163.jpg,original,,G00151,,train,train,True,,0,ANT_AB,train,G00151,kept
ANT_A_0164.jpg,original,,G00152,,test,train,True,,0,ANT_AB,train,G00152,kept
ANT_A_0165.jpg,original,,G00153,,train,train,True,,0,ANT_AB,train,G00153,kept
ANT_A_0166.jpg,original,,G00154,,train,train,True,,0,ANT_AB,train,G00154,kept
ANT_A_0167.jpg,original,,G00155,,train,train,True,,0,ANT_AB,train,G00155,kept
ANT_A_0169.jpg,original,,G00156,,train,train,True,,0,ANT_AB,train,G00156,kept
ANT_A_0170.jpg,original,,G00157,,train,val,True,,0,ANT_AB,val,G00157,kept
ANT_A_0171.jpg,original,,G00158,,val,val,True,,0,ANT_AB,val,G00158,kept
ANT_A_0172.jpg,original,,G00159,,train,train,True,,0,ANT_AB,train,G00159,kept
ANT_A_0173.jpg,original,,G00160,,train,test,True,,0,ANT_AB,test,G00160,kept
ANT_A_0174.jpg,original,,G00161,,train,train,True,,0,ANT_AB,train,G00161,kept
ANT_A_0175.jpg,original,,G00162,,train,train,True,,0,ANT_AB,train,G00162,kept
ANT_A_0176.jpg,original,,G00163,,train,val,True,,0,ANT_AB,val,G00163,kept
ANT_A_0177.jpg,original,,G00164,,train,train,True,,0,ANT_AB,train,G00164,kept
ANT_A_0178.jpg,original,,G00165,,train,train,True,,0,ANT_AB,train,G00165,kept
ANT_A_0179.jpg,original,,G00166,,train,train,True,,0,ANT_AB,train,G00166,kept
ANT_A_0180.jpg,original,,G00167,,test,train,True,,0,ANT_AB,train,G00167,kept
ANT_A_0182.jpg,original,,G00168,,train,train,True,,0,ANT_AB,train,G00168,kept
ANT_A_0183.jpg,original,,G00169,,val,train,True,,0,ANT_AB,train,G00169,kept
ANT_A_0184.jpg,original,,G00170,,val,train,True,,0,ANT_AB,train,G00170,kept
ANT_A_0185.jpg,original,,G00171,,test,train,True,,0,ANT_AB,train,G00171,kept
ANT_A_0186.jpg,original,,G00172,,train,train,True,,0,ANT_AB,train,G00172,kept
ANT_A_0187.jpg,original,,G00173,,val,test,True,,0,ANT_AB,test,G00173,kept
ANT_A_0188.jpg,original,,G00174,,train,test,True,,0,ANT_AB,test,G00174,kept
ANT_A_0189.jpg,original,,G00175,,train,train,True,,0,ANT_AB,train,G00175,kept
ANT_A_0190.jpg,original,,G00176,,train,train,True,,0,ANT_AB,train,G00176,kept
ANT_A_0191.jpg,original,,G00177,,val,train,True,,0,ANT_AB,train,G00177,kept
ANT_A_0192.jpg,original,,G00178,,train,train,True,,0,ANT_AB,train,G00178,kept
ANT_A_0193.jpg,original,,G00179,,train,train,True,,0,ANT_AB,train,G00179,kept
ANT_A_0194.jpg,original,,G00180,,train,train,True,,0,ANT_AB,train,G00180,kept
ANT_A_0195.jpg,original,,G00181,,train,train,True,,0,ANT_AB,train,G00181,kept
ANT_A_0196.jpg,original,,G00182,,train,train,True,,0,ANT_AB,train,G00182,kept
ANT_A_0197.jpg,original,,G00183,,train,train,True,,0,ANT_AB,train,G00183,kept
ANT_A_0198.jpg,original,,G00184,,train,train,True,,0,ANT_AB,train,G00184,kept
ANT_A_0199.jpg,original,,G00185,,test,val,True,,0,ANT_AB,val,G00185,kept
ANT_A_0200.jpg,original,,G00186,,train,val,True,,0,ANT_AB,val,G00186,kept
ANT_A_0201.jpg,original,,G00187,,train,val,True,,0,ANT_AB,val,G00187,kept
ANT_A_0202.jpg,original,,G00188,,test,val,True,,0,ANT_AB,val,G00188,kept
ANT_A_0203.jpg,original,,G00189,,test,train,True,,0,ANT_AB,train,G00189,kept
ANT_A_0204.jpg,original,,G00190,,train,train,True,,0,ANT_AB,train,G00190,kept
ANT_A_0205.jpg,original,,G00191,,train,val,True,,0,ANT_AB,val,G00191,kept
ANT_A_0206.jpg,original,,G00192,,train,test,True,,0,ANT_AB,test,G00192,kept
ANT_A_0207.jpg,original,,G00193,,train,train,True,,0,ANT_AB,train,G00193,kept
ANT_A_0208.jpg,original,,G00194,,train,train,True,,0,ANT_AB,train,G00194,kept
ANT_A_0209.jpg,original,,G00195,,train,train,True,,0,ANT_AB,train,G00195,kept
ANT_A_0210.jpg,original,,G00196,,train,train,True,,0,ANT_AB,train,G00196,kept
ANT_A_0211.jpg,original,,G00197,,train,train,True,,0,ANT_AB,train,G00197,kept
ANT_A_0212.jpg,original,,G00198,,train,train,True,,0,ANT_AB,train,G00198,kept
ANT_A_0213.jpg,original,,G00199,,train,train,True,,0,ANT_AB,train,G00199,kept
ANT_A_0214.jpg,original,,G00200,,train,train,True,,0,ANT_AB,train,G00200,kept
ANT_A_0215.jpg,original,,G00201,,train,train,True,,0,ANT_AB,train,G00201,kept
ANT_A_0216.jpg,original,,G00202,,train,train,True,,0,ANT_AB,train,G00202,kept
ANT_A_0217.jpg,original,,G00203,,train,train,True,,0,ANT_AB,train,G00203,kept
ANT_A_0218.jpg,original,,G00204,,train,train,True,,0,ANT_AB,train,G00204,kept
ANT_A_0219.jpg,original,,G00205,,train,test,True,,0,ANT_AB,test,G00205,kept
ANT_A_0220.jpg,original,,G00206,,train,train,True,,0,ANT_AB,train,G00206,kept
ANT_A_0222.jpg,original,,G00207,,test,train,True,,0,ANT_AB,train,G00207,kept
ANT_A_0223.jpg,original,,G00208,,train,train,True,,0,ANT_AB,train,G00208,kept
ANT_A_0224.jpg,original,,G00209,,train,train,True,,0,ANT_AB,train,G00209,kept
ANT_A_0225.jpg,original,,G00210,,train,train,True,,0,ANT_AB,train,G00210,kept
ANT_A_0226.jpg,original,,G00211,,train,train,True,,0,ANT_AB,train,G00211,kept
ANT_A_0227.jpg,original,,G00212,,test,train,True,,0,ANT_AB,train,G00212,kept
ANT_A_0228.jpg,original,,G00213,,train,train,True,,0,ANT_AB,train,G00213,kept
ANT_A_0229.jpg,original,,G00214,,train,train,True,,0,ANT_AB,train,G00214,kept
ANT_A_0230.jpg,original,,G00215,,train,train,True,,0,ANT_AB,train,G00215,kept
ANT_A_0231.jpg,original,,G00216,,train,train,True,,0,ANT_AB,train,G00216,kept
ANT_A_0232.jpg,original,,G00217,,train,train,True,,0,ANT_AB,train,G00217,kept
ANT_A_0233.jpg,original,,G00218,,train,train,True,,0,ANT_AB,train,G00218,kept
ANT_A_0234.jpg,original,,G00219,,train,train,True,,0,ANT_AB,train,G00219,kept
ANT_A_0235.jpg,original,,G00220,,train,val,True,,0,ANT_AB,val,G00220,kept
ANT_A_0236.jpg,original,,G00221,,train,train,True,,0,ANT_AB,train,G00221,kept
ANT_A_0237.jpg,original,,G00222,,train,train,True,,0,ANT_AB,train,G00222,kept
ANT_A_0238.jpg,original,,G00223,,test,test,True,,0,ANT_AB,test,G00223,kept
ANT_A_0239.jpg,original,,G00224,,train,train,True,,0,ANT_AB,train,G00224,kept
ANT_A_0240.jpg,original,,G00225,,train,train,True,,0,ANT_AB,train,G00225,kept
ANT_A_0241.jpg,original,,G00226,,val,train,True,,0,ANT_AB,train,G00226,kept
ANT_A_0242.jpg,original,,G00227,,val,train,True,,0,ANT_AB,train,G00227,kept
ANT_A_0243.jpg,original,,G00228,,val,train,True,,0,ANT_AB,train,G00228,kept
ANT_A_0244.jpg,original,,G00229,,train,val,True,,0,ANT_AB,val,G00229,kept
ANT_A_0245.jpg,original,,G00230,,train,train,True,,0,ANT_AB,train,G00230,kept
ANT_A_0246.jpg,original,,G00231,,train,train,True,,0,ANT_AB,train,G00231,kept
ANT_A_0247.jpg,original,,G00232,,train,train,True,,0,ANT_AB,train,G00232,kept
ANT_A_0248.jpg,original,,G00233,,test,train,True,,0,ANT_AB,train,G00233,kept
ANT_A_0249.jpg,original,,G00234,,train,train,True,,0,ANT_AB,train,G00234,kept
ANT_A_0250.jpg,original,,G00235,,val,test,True,,0,ANT_AB,test,G00235,kept
ANT_A_0251.jpg,original,,G00236,,test,train,True,,0,ANT_AB,train,G00236,kept
ANT_A_0252.jpg,original,,G00237,,train,train,True,,0,ANT_AB,train,G00237,kept
ANT_A_0253.jpg,original,,G00238,,train,train,True,,0,ANT_AB,train,G00238,kept
ANT_A_0255.jpg,original,,G00239,,train,test,True,,0;2,ANT_AB;BLS,test,G00239,kept
ANT_A_0256.jpg,original,,G00240,,train,train,True,,0,ANT_AB,train,G00240,kept
ANT_A_0257.jpg,original,,G00241,,test,train,True,,0,ANT_AB,train,G00241,kept
ANT_A_0258.jpg,original,,G00242,,train,train,True,,0,ANT_AB,train,G00242,kept
ANT_A_0259.jpg,original,,G00243,,train,train,True,,0,ANT_AB,train,G00243,kept
ANT_A_0260.jpg,original,,G00244,,train,train,True,,0,ANT_AB,train,G00244,kept
ANT_A_0261.jpg,original,,G00245,,val,train,True,,0,ANT_AB,train,G00245,kept
ANT_A_0262.jpg,original,,G00246,,train,train,True,,0,ANT_AB,train,G00246,kept
ANT_A_0263.jpg,original,,G00247,,train,train,True,,0,ANT_AB,train,G00247,kept
ANT_A_0264.jpg,original,,G00248,,train,train,True,,0,ANT_AB,train,G00248,kept
ANT_A_0266.jpg,original,,G00249,,train,train,True,,0,ANT_AB,train,G00249,kept
ANT_A_0268.jpg,original,,G00250,,test,train,True,,0,ANT_AB,train,G00250,kept
ANT_A_0270.jpg,original,,G00251,,train,train,True,,0,ANT_AB,train,G00251,kept
ANT_A_0272.jpg,original,,G00252,,train,test,True,,0,ANT_AB,test,G00252,kept
ANT_A_0273.jpg,original,,G00253,,val,val,True,,0,ANT_AB,val,G00253,kept
ANT_A_0274.jpg,original,,G00254,,train,train,True,,0,ANT_AB,train,G00254,kept
ANT_A_0275.jpg,original,,G00255,,val,train,True,,0,ANT_AB,train,G00255,kept
ANT_A_0276.jpg,original,,G00256,,train,train,True,,0,ANT_AB,train,G00256,kept
ANT_A_0277.jpg,original,,G00257,,train,val,True,,0,ANT_AB,val,G00257,kept
ANT_A_0278.jpg,original,,G00258,,test,train,True,,0,ANT_AB,train,G00258,kept
ANT_A_0279.jpg,original,,G00259,,train,train,True,,0,ANT_AB,train,G00259,kept
ANT_A_0281.jpg,original,,G00260,,val,val,True,,0,ANT_AB,val,G00260,kept
ANT_A_0283.jpg,original,,G00261,,train,train,True,,0,ANT_AB,train,G00261,kept
ANT_A_0284.jpg,original,,G00262,,train,train,True,,0,ANT_AB,train,G00262,kept
ANT_A_0285.jpg,original,,G00263,,val,train,True,,0,ANT_AB,train,G00263,kept
ANT_A_0286.jpg,original,,G00264,,train,train,True,,0,ANT_AB,train,G00264,kept
ANT_A_0287.jpg,original,,G00265,,train,test,True,,0,ANT_AB,test,G00265,kept
ANT_A_0288.jpg,original,,G00266,,train,train,True,,0,ANT_AB,train,G00266,kept
ANT_A_0289.jpg,original,,G00267,,train,train,True,,0,ANT_AB,train,G00267,kept
ANT_A_0290.jpg,original,,G00268,,test,val,True,,0,ANT_AB,val,G00268,kept
ANT_A_0291.jpg,original,,G00269,,train,train,True,,0,ANT_AB,train,G00269,kept
ANT_A_0292.jpg,original,,G00270,,train,train,True,,0,ANT_AB,train,G00270,kept
ANT_A_0293.jpg,original,,G00271,,train,train,True,,0,ANT_AB,train,G00271,kept
ANT_A_0294.jpg,original,,G00272,,val,val,True,,0,ANT_AB,val,G00272,kept
ANT_A_0295.jpg,original,,G00273,,train,train,True,,0,ANT_AB,train,G00273,kept
ANT_A_0296.jpg,original,,G00274,C106,test,test,True,,0,ANT_AB,test,G00274,kept
ANT_A_0297.jpg,original,,G00274,C106,train,test,True,,0,ANT_AB,test,G00274,kept
ANT_A_0298.jpg,original,,G00275,,train,train,True,,0,ANT_AB,train,G00275,kept
ANT_A_0299.jpg,original,,G00276,,val,val,True,,0,ANT_AB,val,G00276,kept
ANT_A_0302.jpg,original,,G00277,,train,train,True,,0,ANT_AB,train,G00277,kept
ANT_A_0303.jpg,original,,G00278,,train,train,True,,0,ANT_AB,train,G00278,kept
ANT_A_0304.jpg,original,,G00279,,train,train,True,,0,ANT_AB,train,G00279,kept
ANT_A_0305.jpg,original,,G00280,,train,train,True,,0,ANT_AB,train,G00280,kept
ANT_A_0306.jpg,original,,G00281,,train,train,True,,0,ANT_AB,train,G00281,kept
ANT_A_0307.jpg,original,,G00282,,train,train,True,,0,ANT_AB,train,G00282,kept
ANT_A_0308.jpg,original,,G00283,,train,train,True,,0,ANT_AB,train,G00283,kept
ANT_A_0309.jpg,original,,G00284,,train,train,True,,0,ANT_AB,train,G00284,kept
ANT_A_0310.jpg,original,,G00285,,train,train,True,,0,ANT_AB,train,G00285,kept
ANT_A_0311.jpg,original,,G00286,,train,train,True,,0,ANT_AB,train,G00286,kept
ANT_A_0312.jpg,original,,G00287,,train,train,True,,0,ANT_AB,train,G00287,kept
ANT_A_0313.jpg,original,,G00288,,train,train,True,,0,ANT_AB,train,G00288,kept
ANT_A_0314.jpg,original,,G00289,,train,train,True,,0,ANT_AB,train,G00289,kept
ANT_A_0315.jpg,original,,G00290,,test,train,True,,0,ANT_AB,train,G00290,kept
ANT_A_0316.jpg,original,,G00291,,val,train,True,,0,ANT_AB,train,G00291,kept
ANT_A_0317.jpg,original,,G00292,,train,train,True,,0,ANT_AB,train,G00292,kept
ANT_A_0318.jpg,original,,G00293,,train,train,True,,0,ANT_AB,train,G00293,kept
ANT_A_0319.jpg,original,,G00294,,train,train,True,,0,ANT_AB,train,G00294,kept
ANT_A_0320.jpg,original,,G00295,,train,test,True,,0,ANT_AB,test,G00295,kept
ANT_A_0321.jpg,original,,G00296,,train,train,True,,0,ANT_AB,train,G00296,kept
ANT_A_0322.jpg,original,,G00297,,test,train,True,,0,ANT_AB,train,G00297,kept
ANT_A_0325.jpg,original,,G00298,,train,train,True,,0,ANT_AB,train,G00298,kept
ANT_A_0326.jpg,original,,G00299,,val,train,True,,0,ANT_AB,train,G00299,kept
